Date,Close_Lag_1,MA_7,MA_30,Price_Change,Volume_Change,Daily_Volatility,Volume_Ratio,Price_Momentum_3,ATR_7,Gap_Percent,Target
2022-02-14,165.3854522705078,168.79270717075892,167.3858164469401,0.14234178062482172,-12.65340166837775,2.961722554766652,1.037392299135642,-4.197856348802509,3.373617009824289,-0.7530627058105664,169.4553985595703
2022-02-15,165.62086486816406,168.8487505231585,167.09198557535808,2.315247957712674,-27.45020914190902,2.6478909471126144,0.779345063672634,0.38929292147681993,3.272742632767282,1.2375643724882444,169.2200164794922
2022-02-16,169.4553985595703,168.9734388078962,166.86572672526043,-0.1389050346456644,-2.1590534709583276,3.2265007722417636,0.7849854025663695,2.3185619752772957,3.3133707330638345,-0.5440192652313605,165.62086486816406
2022-02-17,169.2200164794922,168.1398446219308,166.67555491129556,-2.1269065481767657,13.750012259429134,3.373615366068009,0.9015806368743953,0.0,3.246121130982516,-0.8808943059490266,164.0713348388672
2022-02-18,165.62086486816406,166.88174438476562,166.52906748453776,-0.9355886593940377,18.944579123514682,4.266041789672528,1.0500553744375793,-3.1772748265735618,3.6103803295912047,0.5565974450492646,161.1488494873047
2022-02-22,164.0713348388672,165.7889687674386,166.27961222330728,-1.7812284848128024,10.13631305974072,4.452392411553035,1.1558703375453598,-4.769629007314065,3.6958437634539343,-1.3867345260796602,156.9808807373047
2022-02-23,161.1488494873047,164.58831569126673,165.89057159423828,-2.5864092503672165,-1.265428442303218,6.276482992523,1.1594336138446515,-5.216724437308605,3.8863781191339433,0.7424528069753091,159.5993194580078
2022-02-24,156.9808807373047,163.72809491838728,165.4944580078125,1.6679984902651102,56.814525626269315,10.640614057918697,1.6511616325440606,-2.7256530735556557,4.983362619584235,-4.679225315277982,161.6686553955078
2022-02-25,159.5993194580078,162.61570303780692,165.1526311238607,1.2965819306293813,-34.83823659646823,4.167981558941847,1.0254626587862286,0.32256259343885374,5.200518421274126,0.6759538858228609,161.93341064453125
2022-02-28,161.6686553955078,161.57475934709822,164.92867482503254,0.16376411888607834,3.3513746246229825,2.9323025779543457,1.0055672230968051,3.1548618430254805,5.158490107804495,-1.0858550407924605,160.0504608154297
2022-03-01,161.93341064453125,160.77898733956474,164.61322377522785,-1.1627926699048663,-12.184530058933307,4.540652138044123,0.8648949803536841,0.28267122877085626,5.325209646658225,-0.2543624384866619,163.34561157226562
