Price,Close,High,Low,Open,Volume,MA_7,MA_30,Daily_Change
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL,,,
Date,,,,,,,,
2022-09-29,140.13002014160156,144.30009364647282,138.35970520995244,143.69032433945154,128138200,147.77044459751673,155.1979746500651,-4.9118819028638345
2022-09-30,135.9206085205078,140.7397998435746,135.72391020279727,138.9498106360333,124925300,145.5898720877511,154.0194061279297,-3.0039327881635436
2022-10-03,140.1005096435547,140.71029392940602,135.41902371449189,135.930451339268,114311700,144.1441170828683,153.06638895670574,3.0752519198854245
2022-10-04,143.69032287597656,143.80833886784444,141.8806592936553,142.63796359142103,87830100,143.53574916294642,152.3625264485677,2.56231275785872
2022-10-05,143.9853515625,144.94919877755754,140.65126498965273,141.6937945288243,79471000,142.92176164899553,151.6796452840169,0.20532258583487728
2022-10-06,143.03135681152344,145.1065563258667,142.82482883069895,143.40509411965112,68402200,142.0323944091797,150.95513000488282,-0.6625637543152818
2022-10-07,137.77943420410156,140.7397986362367,137.14999058855568,140.18902234140444,85925600,140.66251482282365,149.97359212239584,-3.671867990696953
2022-10-10,138.10398864746094,139.54974448383035,136.28451052504542,138.10398864746094,74899000,140.37308175223214,149.2130142211914,0.2355608768712214
2022-10-11,136.68775939941406,139.01868052478727,135.94029969666,137.59258377868105,77033700,140.48267473493303,148.4786641438802,-1.025480336894613
2022-10-12,136.05828857421875,138.04497594951954,135.88126460377657,136.83526713014228,70433700,139.90521458217077,147.80430603027344,-0.46051733378402737
2022-10-13,140.631591796875,141.22168665886508,132.15375604675947,132.76354024673512,113224000,139.46825299944197,147.33779754638672,3.3612823375780865
2022-10-14,136.09762573242188,142.1363546632189,135.9107571080086,141.92981170804703,88598000,138.3414350237165,146.69589538574218,-3.2240025207151746
2022-10-17,140.06118774414062,140.5430964053638,137.95648408162927,138.74329241493984,85250900,137.91712515694755,146.25659688313803,2.9122932824055425
2022-10-18,141.37905883789062,144.2804000004446,138.2908490399077,143.0903655439518,99136600,138.43135724748885,145.90319112141927,0.9409252591499051
2022-10-19,141.4872283935547,142.5592467457927,139.1661527370201,139.35302135031444,61758300,138.9146772112165,145.50650990804036,0.07651030962660954
2022-10-20,141.02500915527344,143.48377562705596,140.29720887706276,140.6611165197279,64522000,139.53428431919642,145.14359639485676,-0.32668619177100844
2022-10-21,144.84097290039062,145.41140833908693,140.29716371825512,140.5135362986956,86548600,140.78895350864954,144.81248219807944,2.7058773248620493
