Price,Close,High,Low,Open,Volume,MA_7,MA_30,Daily_Change
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL,,,
Date,,,,,,,,
2022-10-24,146.9850311279297,147.75216493318766,143.5919369881937,144.76231202642796,75981900,141.69658769880022,144.35416717529296,1.4802843315707026
2022-10-25,149.82737731933594,149.97491229930705,146.89653213741997,147.6144876838341,74732300,143.6579807826451,144.30499216715495,1.9337657512433326
2022-10-26,146.88670349121094,149.48316008121265,145.598297355203,148.4701495749658,88194300,144.63305446079798,144.10960235595704,-1.9627079381209223
2022-10-27,142.41172790527344,146.59163005196794,141.75278042653088,145.62779799425218,109180200,144.78057861328125,143.8614303588867,-3.0465491290743385
2022-10-28,153.17129516601562,154.90226106166642,145.3819261249116,145.75564835945892,164762400,146.4497310093471,144.0266596476237,7.555253643084092
2022-10-31,150.8108673095703,151.6960320711127,149.41429002672785,150.63384336153183,97943200,147.84771074567522,143.98928578694662,-1.5410379953286646
2022-11-01,148.1652374267578,152.8860712842191,146.6703184608035,152.52217870801033,80379300,148.3226056780134,143.78438822428384,-1.7542700536174238
2022-11-02,142.63796997070312,149.66020693618322,142.60846597141662,146.49331428438626,93604600,147.70159694126673,143.49950002034504,-3.7304752127076846
2022-11-03,136.5894012451172,140.444745311601,136.46154058499346,139.71694502591794,97918500,145.81045750209265,143.0451202392578,-4.240503932317797
2022-11-04,136.32339477539062,140.5496299805745,132.38284296255216,139.97824816387146,140814800,144.3014133998326,142.65760345458983,-0.1947489829384308
2022-11-07,136.8553466796875,137.08192417351185,133.65364870551915,135.07224959765693,83374600,143.5076446533203,142.27667287190755,0.39021321701482314
2022-11-08,137.42677307128906,139.32808250128076,135.44665078479818,138.32325240295035,89908500,141.2584272112165,141.88233439127603,0.41754042166799454
2022-11-09,132.8655548095703,136.49087039963513,132.58971737719733,136.44161049413725,74917800,138.69481113978796,141.3988998413086,-3.319017218975706
2022-11-10,144.6872100830078,144.6872100830078,137.42674799216064,139.14089348616804,118854000,138.1979500906808,141.5508061726888,8.89745674895266
2022-11-11,147.4751434326172,147.78053378231226,142.22435652176193,143.65281852957958,93979700,138.88897487095423,141.9359573364258,1.9268692429758705
2022-11-14,146.0762481689453,148.04652398997993,145.23887493220099,146.7559957323241,73374100,140.2442387172154,142.13514862060546,-0.9485634196457315
2022-11-15,147.81005859375,151.3073005463515,146.35205896035316,149.95766666468066,89868300,141.88519069126673,142.27247314453126,1.1869215197801708
2022-11-16,146.57867431640625,147.64262514508096,145.10096733747125,146.91363265596118,64218300,143.27423749651228,142.35891723632812,-0.833085575541348
2022-11-17,148.48001098632812,149.22871050736455,143.97792279490108,144.2537602517047,80389400,144.853271484375,142.54053904215496,1.2971441301328879
2022-11-18,149.0415496826172,150.4305981338356,147.74117509255214,150.04639484222366,74829600,147.16412789481026,142.9159428914388,0.3781914431167266
2022-11-21,145.81027221679688,148.1351985339266,145.52458880647748,147.928327968664,58724100,147.32456534249442,143.17281901041667,-2.16803802208263
2022-11-22,147.94801330566406,148.1844518302865,144.7463148991296,145.92849249022925,51804100,147.3921181815011,143.54816080729168,1.4661114449390222
2022-11-23,148.82479858398438,149.57349802080938,147.1204990929822,147.22886486968167,58301400,147.7847682407924,143.9737111409505,0.5926306536532255
2022-11-25,145.90879821777344,146.66735873059727,144.93350612985708,146.1058228227629,35195900,147.5131596156529,144.14961802164714,-1.9593511255890483
2022-11-28,142.0765838623047,144.46061568789466,141.24907166473017,142.98290889279264,69246000,146.87000383649553,144.34891662597656,-2.6264450137880258
2022-11-29,139.07191467285156,142.6578160052338,138.26410941652946,142.14554009146167,83763800,145.52599007742745,144.3159408569336,-2.114823644947106
2022-11-30,145.8299560546875,146.50970358247017,138.46112907886217,139.2984872397453,111380900,145.06719098772322,144.46430409749348,4.859386165591628
2022-12-01,146.10580444335938,146.9136247638141,144.43107296360157,146.00729966926298,71250400,145.10940987723214,144.61825663248698,0.18915756140558404
2022-12-02,145.6132354736328,145.80041408602733,143.48533393064037,143.79073931676461,65447400,144.77587018694197,144.7711975097656,-0.33713169138157584
2022-12-05,144.45079040527344,148.6770258303521,143.60357112015112,145.57384712908555,68826400,144.15101187569755,144.75819142659506,-0.7983100331355963
2022-12-06,140.7860565185547,145.11081116378415,139.81076461635996,144.88423366279338,64727200,143.41919163295202,144.5515589396159,-2.5370120000291596
2022-12-07,138.84536743164062,141.2392458201791,137.9193352044314,140.07679006739448,69721100,142.95758928571428,144.18549194335938,-1.3784668275428902
2022-12-08,140.52992248535156,141.38700272319693,139.00297068921475,140.24423909407787,62128300,143.16587611607142,143.97359924316407,1.2132598190863764
2022-12-09,140.04725646972656,143.4065814917294,138.80597266095387,140.22457413839885,76097000,142.33977617536272,143.89478352864583,-0.3434613832333899
2022-12-12,142.34259033203125,142.35243630018152,138.9635592869445,140.5791849523235,70462700,141.8021741594587,143.53382670084636,1.638970958921182
2022-12-13,143.3080291748047,147.7411502710795,142.0963136174533,147.27813419846305,93886200,141.47285897391183,143.28373209635416,0.6782501572589306
2022-12-14,141.0816192626953,144.48034234830936,139.06208336103646,143.1898139764628,82291200,140.9915488106864,143.04761149088543,-1.5535835116353702
2022-12-15,134.4713134765625,139.69254696960033,134.00829749499812,139.01279946338835,98931900,140.08944266183036,142.7753896077474,-4.685447913540286
2022-12-16,132.51089477539062,135.6042272094749,131.74248840865712,134.65850323442362,160156900,139.18451799665178,142.63943939208986,-1.4578713113511443
2022-12-19,130.4027099609375,133.1906522558453,129.36832710470327,133.10199344508453,79592600,137.73777335030692,142.44208323160808,-1.5909520632447216
2022-12-20,130.33377075195312,131.26964891983806,127.95958437581338,129.43729149310985,77432800,136.35013253348214,142.22469736735027,-0.052866392887862546
2022-12-21,133.43690490722656,134.77669284525507,130.7770359950843,131.0036134680718,85928000,135.07789175851005,142.09170176188152,2.3809133560473983
2022-12-22,130.2647705078125,132.56014344596582,128.36346171921937,132.35327292045574,77852100,133.21456909179688,142.00500895182293,-2.3772541798833813
2022-12-23,129.9002685546875,130.45194330756618,127.71326147576875,128.9742366343513,63814900,131.6172332763672,141.5121109008789,-0.27981621715837957
2022-12-27,128.0974884033203,129.45698360544398,126.80696007412172,129.42743066905106,69007800,130.7066868373326,140.866189066569,-1.3878186484335253
2022-12-28,124.16679382324219,129.08263031505834,123.99932216789122,127.7428420402377,85438400,129.5146724155971,140.13587392171223,-3.0685180709415394
2022-12-29,127.68372344970703,128.54078860997595,125.83166690884427,126.08779735057679,75703700,129.12624577113561,139.46499608357746,2.832423644176063
2022-12-30,127.99899291992188,128.0186998919332,125.53615505504578,126.50159375139556,77034200,128.79270608084542,138.84567337036134,0.24691437694408513
2023-01-03,123.2112045288086,128.9545531314731,122.32457886036785,128.34377240566315,112117500,127.33189174107143,138.00337982177734,-3.7404891100265125
2023-01-04,124.48204040527344,126.7478608503369,123.22106494631889,125.00416235162118,89113600,126.5057874407087,137.18472951253256,1.0314288228289392
2023-01-05,123.16194915771484,125.87107865122056,122.9058186898535,125.24059093401247,80962700,125.54317038399833,136.42978541056314,-1.0604672314663222
2023-01-06,127.69357299804688,128.3536136037993,123.03387482286254,124.13723200436364,87754700,125.48546818324498,135.75463740030924,3.679402503226914
2023-01-09,128.2156982421875,131.4272575812406,127.95956778658704,128.530949601707,70790800,126.06388310023716,135.06766738891602,0.4088892117918963
2023-01-10,128.78707885742188,129.30920076375085,126.21586822934367,128.32406282244906,63896200,126.22150530133929,134.49694341023763,0.4456401385071418
2023-01-11,131.50604248046875,131.5257344122457,128.5210763272807,129.299328528722,69458900,126.72251238141742,134.14459203084309,2.111208396967368
2023-01-12,131.42726135253906,132.26461961526783,129.48653833184324,131.89027740511193,71379600,127.89623478480748,133.88977025349934,-0.059906850243318654
2023-01-13,132.75718688964844,132.914812571895,129.70326821418658,130.0677644513709,57809700,129.07839856828963,133.4540112813314,1.0119099518797636
2023-01-17,133.91964721679688,135.24957434953774,132.1365500404185,132.82614355724837,63646600,130.6152125767299,133.04780604044598,0.8756289240406279
2023-01-18,133.2004852294922,136.54994765313825,133.0231526132705,134.78655764920913,69672800,131.40191432407923,132.6340476989746,-0.5370100670445077
2023-01-19,133.25962829589844,134.22505937639417,131.78192122019502,132.0873116107182,58280400,132.12247576032365,132.26100896199543,0.04440153975742156
2023-01-20,135.8209686279297,135.9687483442848,132.22522101014553,133.26946486486585,80223600,133.12731715611048,132.09550603230795,1.922067744586431
2023-01-23,139.01280212402344,141.1899633789221,135.85050302260262,136.06723455139834,81760300,134.199711390904,132.1010871887207,2.350029990463054
2023-01-24,140.41171264648438,141.03235437334166,138.21485919822922,138.22470516633354,66435100,135.4832044328962,132.09714686075847,1.0063177643256704
2023-01-25,139.7516632080078,140.3131839948148,136.7469896041819,138.7960782416761,65799300,136.48241533551897,132.0872937520345,-0.4700814668776032
2023-01-26,141.8204803466797,142.10616376720364,139.79108333600698,141.04221286895242,54105100,137.6111057826451,132.06989008585612,1.4803524274288105
2023-01-27,143.76113891601562,145.0418209464069,140.95350545955137,141.0323182802533,70555800,139.11977059500558,132.0849937438965,1.3683909154672103
2023-01-30,140.8747100830078,143.38681456291806,140.7269454208997,142.80558684927905,64015300,140.20763942173548,132.07809677124024,-2.0077949122913163
2023-01-31,142.14552307128906,142.19478296648623,140.16540155324287,140.57915761528193,65874500,141.11114719935827,132.33390375773112,0.9020873849766575
2023-02-01,143.26861572265625,144.43108640849707,139.21971287170524,141.83032262446247,77663600,141.7191205705915,132.6924944559733,0.7901006145680345
2023-02-02,148.5785369873047,148.93317227622254,145.96791197621397,146.6870585876551,118339000,142.88580976213728,133.29835535685223,3.7062696794164296
2023-02-03,152.20379638671875,155.04099817815143,145.63292879315281,145.82995335488886,154357300,144.66468593052454,134.0273562113444,2.4399617016849673
2023-02-06,149.47499084472656,150.82464018350336,148.5391127115985,150.3025182240104,69858300,145.75818743024553,134.56195907592775,-1.7928629947303376
2023-02-07,152.35159301757812,152.92297488891165,148.40119485902974,148.40119485902974,83322600,146.98539515904017,135.2981864929199,1.9244705462733602
2023-02-08,149.66217041015625,152.28264122485135,148.92331687434466,151.59304759782992,64120100,148.2407466343471,135.95691655476887,-1.7652737028562404
2023-02-09,148.6277313232422,152.0363146392675,148.1844223308367,151.49448585654548,56007100,149.1667763846261,136.64125798543293,-0.691182737814866
2023-02-10,148.99282836914062,149.31842209117474,147.226745512614,147.46354505272012,57450700,149.9845210484096,137.46879247029622,0.2456453063287345
2023-02-13,151.79490661621094,152.1994184714387,148.90403717735236,148.9336352385894,62199000,150.44400242396765,138.27249857584636,1.8806799479824443
2023-02-14,151.15357971191406,151.7159729836762,148.84484061249728,150.08800434565288,61707600,150.2939714704241,139.04431813557943,-0.42249566773565617
2023-02-15,153.25509643554688,153.42282376103753,150.83782666059355,151.0647500944972,65573800,150.83398655482702,140.04578119913737,1.3903188582355286
2023-02-16,151.65675354003906,154.24175084931028,151.3015618059057,151.45941308943844,68167900,150.73472377232142,140.95160497029622,-1.0429296856565018
2023-02-17,150.51223754882812,150.95622343027773,148.83494918837297,150.31491216317963,59144100,150.85616193498885,141.86328125,-0.7546752548074132
2023-02-21,146.49661254882812,149.27895045459564,146.42755543146694,148.19363813923312,58867200,150.55171639578683,142.49004923502605,-2.6679724289510154
2023-02-22,146.92086791992188,147.94696900428042,145.19424437189434,146.88139380804506,51011300,150.25572204589844,143.11355489095052,0.28960080626596607
2023-02-23,147.40432739257812,148.33177339849212,145.27319184522457,148.08511286734324,48394200,149.62849644252233,143.7341298421224,0.3290611330446058
2023-02-24,144.75027465820312,145.22385866894857,143.77349352201168,145.1449254913303,55469600,148.71373857770647,144.17560424804688,-1.8005256570972517
2023-02-27,145.944091796875,147.17739437262094,145.48036882399748,145.736905394929,44998500,147.66930934361048,144.6594985961914,0.8247425723307389
2023-02-28,145.44091796875,147.08860849628215,144.86866373473268,145.08572620470352,50547000,146.78133283342635,145.08228963216146,-0.34477163270529854
2023-03-01,143.3689422607422,145.26329303666353,143.0729466587316,144.8686422706239,55479000,145.76086207798548,145.3972661336263,-1.4246167701258639
2023-03-02,143.96095275878906,144.75026945161636,141.977792498003,142.4513915466776,52238100,145.39862496512276,145.75594838460287,0.41292799452352646
2023-03-03,149.01254272460938,149.09147589261863,145.36197027021535,146.06247767198354,70732300,145.6974356515067,146.28104553222656,3.509000092743486
2023-03-06,151.77516174316406,154.21216902598104,151.41010897005816,151.7356876269036,87558000,146.32184055873327,146.81285196940104,1.853950659482595
2023-03-07,149.574951171875,151.9724842932115,149.1112281718285,151.64689058754286,56182000,147.0110800606864,147.16492360432943,-1.4496512775998838
2023-03-08,150.82798767089844,151.41997901042942,149.80188641133856,150.76879154793838,47204800,147.70877947126115,147.5121327718099,0.8377315113301309
2023-03-09,148.5784454345703,152.47567911750554,148.2232536400137,151.5087739759212,53833600,148.15699768066406,147.80635884602864,-1.491462076147665
2023-03-10,146.516357421875,148.92376664622063,145.63824652167983,148.20352210122027,68572400,148.60662841796875,147.9628880818685,-1.3878783067516998
2023-03-13,148.4600372314453,151.09436981836478,145.72703441304543,145.83556564568843,84457100,149.24935477120536,148.11951802571613,1.3265957765887793
2023-03-14,150.5517120361328,151.35088971565344,148.09498288130473,149.25921331444258,73695900,149.46923610142298,148.44208475748698,1.4089143743286403
2023-03-15,150.94638061523438,151.20290214198522,147.91738213550175,149.17042182051847,77167900,149.35083879743303,148.73544667561848,0.2621481840119122
2023-03-16,153.76815795898438,154.3700101664544,149.6143886164517,150.1274466592856,76161100,149.94986833844865,149.08543141682944,1.8693905294375757
2023-03-17,152.92955017089844,154.64631312163698,152.21916653990084,153.99512561739482,98944600,150.25009155273438,149.2304651896159,-0.5453715510526091
2023-03-20,155.29745483398438,155.7118577491849,152.0908681263484,152.99859207349292,73641400,151.20995003836495,149.33358713785807,1.5483630602717513
2023-03-21,157.15234375,157.2707359778321,154.44893912645242,155.21853377224946,73938300,152.72937665666853,149.5894989013672,1.1944103771684755
2023-03-22,155.72171020507812,159.97413485829682,155.7019731494937,157.17207516380427,75701800,153.76675851004464,149.70183614095052,-0.910348207849665
2023-03-23,156.80699157714844,159.39200361950037,155.57368918927696,156.7083364190952,67622100,154.66036987304688,149.93999684651692,0.6969364584045845
2023-03-24,158.10939025878906,158.1981844310787,155.74145533462084,156.73795839634036,59196500,155.68365696498327,150.25605214436848,0.8305743695107282
2023-03-27,156.16571044921875,158.62245469903792,155.76118357485748,157.8035399490982,52390300,156.02616446358817,150.49514821370443,-1.2293259789244337
2023-03-28,155.5441131591797,156.3729039229444,153.8964227422894,155.85984584155918,45992200,156.39967346191406,150.62012176513673,-0.3980369879220014
2023-03-29,158.62245178222656,158.8987103608656,157.22142183199622,157.241143834068,51305700,156.87467302594865,150.86908416748048,1.9790775494644253
2023-03-30,160.19119262695312,160.29972384705454,159.11575648092384,159.3722779761809,49501700,157.30879429408483,151.10028737386068,0.9889778067989408
2023-03-31,162.697265625,162.79593585053084,159.74721557415742,160.270134648553,68749800,158.3053022112165,151.4683044433594,1.5644262065536374
2023-04-03,163.9503173828125,164.06870961825848,162.02636828199599,162.07570339841976,56976200,159.3257773263114,151.9162404378255,0.770173827445042
2023-04-04,163.4175262451172,164.6113546852389,162.90446816785285,164.37457023031905,46278300,160.0840824672154,152.4802708943685,-0.32497109258488033
2023-04-05,161.57249450683594,162.84527116493152,159.6386845457234,162.53941454235493,51511700,160.85648018973214,152.96865844726562,-1.1290292912118916
2023-04-06,162.46051025390625,162.75650592852264,159.83603835658786,160.2602872813979,45390100,161.84453691755022,153.47053120930988,0.5496082422820736
2023-04-10,159.86563110351562,159.86563110351562,157.94168186492254,159.26377877195932,47716900,162.02213396344865,153.97437642415363,-1.5972368585665198
2023-04-11,158.6520538330078,160.19121311129285,158.36591919116847,160.1813521100088,47644200,161.80225699288505,154.3979751586914,-0.7591233100765704
2023-04-12,157.96141052246094,159.89522066020655,157.64567781550258,159.06644488688698,50133100,161.1257062639509,154.81532491048176,-0.4353194893233603
2023-04-13,163.3484649658203,163.58526449148977,159.26376724154565,159.47096870837692,68445600,161.03972734723772,155.48130900065104,3.410361065744838
2023-04-14,163.00314331054688,164.0983166124722,161.63171143290737,162.39141498863978,49386500,160.98052978515625,156.11604868570964,-0.2114018367700532
2023-04-17,163.0228729248047,163.1807392768596,161.83890539432053,162.8847436304976,41516200,161.18772670200892,156.58305969238282,0.012103824415343745
2023-04-18,164.24632263183594,165.17376867697192,163.43726882906975,163.8812698478859,49923000,161.4428427559989,156.99876505533854,0.7504773318499858
2023-04-19,165.39083862304688,165.91375779040226,163.3287449605883,163.5852815705882,47720200,162.23215811593192,157.52596130371094,0.6968289900629365
2023-04-20,164.42388916015625,165.62759364761484,163.34845295487423,163.8713720291843,52456400,163.05670601981026,157.97915802001953,-0.5846451175536171
2023-04-21,162.815673828125,164.22656472043278,162.2927547507698,162.84527188495923,58337300,163.7501722063337,158.4537322998047,-0.9780910427588663
2023-04-24,163.12149047851562,163.3878879797048,161.70072387878545,162.7958968781642,41949600,163.7177472795759,159.00723673502605,0.18782998172119925
2023-04-25,161.58236694335938,164.08843103621228,161.5428928319972,162.98339679746925,48714100,163.51477922712053,159.44464772542318,-0.9435443059288118
2023-04-26,161.57249450683594,163.07219461797823,160.6253265824028,160.8818480921529,45498800,163.30758231026786,159.81200714111327,-0.006109847695756621
2023-04-27,166.16038513183594,166.30837541189834,162.98339664348885,162.98339664348885,64902300,163.58101981026786,160.319140625,2.8395245360316457
2023-04-28,167.41339111328125,167.58113348539575,165.63744772931847,166.23929989320473,55275900,163.86995588030135,160.77398173014322,0.7540942929634697
2023-05-01,167.3246307373047,168.17314354860417,166.387323749872,167.0187740939811,52472900,164.2843475341797,161.25381774902343,-0.05301868350333638
2023-05-02,166.28866577148438,168.07450075678005,165.3020235951721,167.81796415576136,48425700,164.7804892403739,161.6201914469401,-0.6191347688952908
2023-05-03,165.2132110595703,168.6368602354505,164.92709148440827,167.23583030731814,65136000,165.07930646623885,161.88888702392578,-0.6467396361168443
2023-05-04,163.57537841796875,164.8086809772467,162.11515240317325,162.68740659727376,81235400,165.36402239118303,162.15067596435546,-0.9913448392519952
2023-05-05,171.25148010253906,171.97172463520235,168.4790030974248,168.6960655683585,113453200,166.74673461914062,162.6321589152018,4.692699939813849
2023-05-08,171.1824188232422,171.52774960942492,169.81098679048802,170.17603958076435,55962800,167.46416800362724,163.06792653401692,-0.04032740578681082
2023-05-09,169.4755096435547,171.22185523763014,169.30778230115573,170.73841026688106,45326900,167.75875636509485,163.51158650716147,-0.9971287889383063
2023-05-10,171.24160766601562,171.70533067690712,169.60377809797177,170.70882753380215,53724500,168.31832449776786,164.034836324056,1.0420963041653852
2023-05-11,171.42906188964844,172.25783762602444,169.87016559220018,171.5277321199156,49514700,169.05266680036272,164.46172332763672,0.10946768497899217
2023-05-12,170.50033569335938,171.97245613352067,168.94915782664347,171.5377307421917,45533100,169.80797031947546,164.80536142985025,-0.5417553978606549
2023-05-15,170.00634765625,171.13267487374878,169.4135375098661,171.0832715155854,37266700,170.7266802106585,165.0489974975586,-0.2897284835836289
2023-05-16,170.00634765625,171.0635071571624,169.73958158279842,169.92730529834625,42110300,170.5488041469029,165.25086517333983,0.0
2023-05-17,170.61891174316406,170.85602374756016,168.37613188825594,169.65066921503973,57951600,170.46830313546317,165.49091135660808,0.3603183618488437
2023-05-18,172.95059204101562,173.13831574371522,170.51021405749552,170.92517510124802,65496700,170.9647434779576,165.87018127441405,1.366601318710492
2023-05-19,173.05929565429688,174.2745399441767,172.84193292592303,174.2745399441767,55809500,171.2244131905692,166.22347412109374,0.06285240888650456
2023-05-22,172.11077880859375,172.61467191708667,171.36977372037438,171.89341610998645,43570900,171.3218013218471,166.63164571126302,-0.5480877765721925
2023-05-23,169.50247192382812,171.30065183036018,169.22583118063702,171.05365008995454,50747300,171.1792493547712,166.99332631429036,-1.5154814258706906
2023-05-24,169.7790985107422,170.35214430979713,168.4749372695529,169.03809335131075,45143500,171.14678519112724,167.3872492472331,0.16319914616842457
2023-05-25,170.91531372070312,171.814388514026,169.63090177565675,170.3422679275043,56058300,171.2766374860491,167.6394775390625,0.6692315013612005
2023-05-26,173.32603454589844,173.6619683326656,171.03386649216068,171.24135456411133,54835000,171.66336931501115,167.98357391357422,1.4104767868458712
2023-05-30,175.17361450195312,176.84334846181008,174.45237373510062,174.8376957969301,55964400,171.98094395228796,168.3885986328125,1.0659563988152154
2023-05-31,175.1241912841797,177.1990114284393,174.64006256364283,175.20323363094815,99625300,172.2759290422712,168.7511942545573,-0.028213848252178764
2023-06-01,177.93014526367188,177.95978426232014,174.8080400825605,175.56880955803746,68901800,173.10726710728235,169.16917114257814,1.602265203291564
2023-06-02,178.77984619140625,179.59989373048958,177.11011211219468,178.85888855278898,61996900,174.43260628836495,169.6477030436198,0.4775474816115066
2023-06-05,177.42626953125,182.73186141970515,175.90473056039738,180.43969339813148,121946500,175.52505929129464,170.1347229003906,-0.7571192665123294
2023-06-06,177.06072998046875,177.95980483638854,175.30206376122024,177.81160982601426,64848400,176.4029758998326,170.5993642171224,-0.20602335367078117
2023-06-07,175.68736267089844,179.03670485789638,175.19335930953716,176.29992201473482,61944600,176.7403084891183,171.0695307413737,-0.7756476039163518
2023-06-08,178.40438842773438,178.67113939917257,175.3316867918341,175.76639710388454,50214900,177.20184762137276,171.6305938720703,1.5465117783830307
2023-06-09,178.78970336914062,180.04446105377914,178.46365934119785,179.3232203666376,48900000,177.7254922049386,172.05157114664715,0.21597839873894742
2023-06-12,181.5857696533203,181.68457636718009,178.79959821677159,179.09600328256303,54274900,178.24772426060267,172.52398376464845,1.5638855210843738
2023-06-13,181.1115264892578,181.94144859403625,180.2519653861507,180.6076484418825,54929100,178.58082144601005,172.9835469563802,-0.26116758211169877
2023-06-14,181.7438507080078,182.1785761189824,179.8370047903456,181.17080494588566,57462900,179.19761875697546,173.49871978759765,0.3491352709610762
2023-06-15,183.77914428710938,184.28303741690132,181.57589328622848,181.7537423543279,65433200,180.15739222935267,174.11758422851562,1.1198692947094413
2023-06-16,182.7022247314453,184.7474061455162,182.0600263098281,184.49051471623886,101256200,181.15951538085938,174.75514577229816,-0.5859857275108626
2023-06-20,182.79112243652344,183.8680612460024,182.19832743508823,182.19832743508823,49799100,181.78619166782923,175.13980051676432,0.04865715522008873
2023-06-21,181.7537384033203,183.1863452547994,180.40015882951445,182.6824521359612,49515700,182.20962524414062,175.49217783610027,-0.5675242973374517
2023-06-22,184.75726318359375,184.8066665365007,181.46719888037438,181.53636658960147,51245300,182.6626957484654,176.00156962076824,1.652524347867046
2023-06-23,184.4411163330078,185.31056720794078,182.79114665956078,183.32467881492002,53117000,183.1383514404297,176.4415532430013,-0.1711147075564634
2023-06-26,183.04800415039062,185.79466154962324,183.00847544024853,184.58929217864656,48088700,183.3246590750558,176.82885131835937,-0.7553154146507812
2023-06-27,185.8045654296875,186.13060949863421,183.4432296659109,183.66059237854205,50730800,183.61400495256697,177.3389923095703,1.5059226087120292
2023-06-28,186.98028564453125,187.6224840299043,185.3500804657921,185.67610944091012,51216800,184.22515651157923,177.90479024251303,0.6327725113345783
2023-06-29,187.31619262695312,187.79044671269003,186.67399428172388,186.81231462111722,46347300,184.87159511021204,178.4817850748698,0.17964834167623067
2023-06-30,191.64369201660156,192.14757008838143,188.96618679019105,189.33175958026345,85213200,186.2844456263951,179.18261108398437,2.31026444054776
2023-07-03,190.15179443359375,191.55476227365418,189.46017761633829,191.4559555638213,31458200,187.05509294782365,179.7559844970703,-0.7784746616541827
2023-07-05,189.0353240966797,190.66552912461296,188.33383270493644,189.27245113243498,46920300,187.71140834263392,180.28851877848308,-0.5871468845401684
2023-07-06,189.50958251953125,189.7170705815605,186.9308841600135,187.56320791106293,45094300,188.63449096679688,180.86847890218098,0.2508834923408365
2023-07-07,188.39312744140625,190.35926638037827,187.95841711755844,189.11438325252212,46815000,189.00428553989954,181.4981674194336,-0.5891285618815245
2023-07-10,186.34799194335938,187.71144636227646,184.7968137913114,186.9901904322695,59922200,188.91395786830358,182.0504638671875,-1.085567995936021
2023-07-11,185.82431030273438,187.02967973700999,184.3620645421884,186.89135939582033,46638100,188.7008318219866,182.54743041992188,-0.2810234954311541
2023-07-12,187.49404907226562,189.4008949030878,186.2096372553674,187.4051170053163,60750200,188.10802568708147,183.0196975708008,0.898557765026009
2023-07-13,188.25482177734375,188.897035286273,187.5039419858172,188.2153081360164,41342300,187.83702959333147,183.4557378133138,0.4057583207800475
2023-07-14,188.4029998779297,188.88711351202284,187.35571518892922,187.94851016296312,41616200,187.74669756208147,183.8983647664388,0.0787114503559394
2023-07-17,191.6634521484375,191.9894962144421,189.5095893997432,189.598506397075,50520200,188.0543932233538,184.35614166259765,1.7305734370579806
2023-07-18,191.4065399169922,191.9993499863452,190.11225351055063,191.03110761046918,48288200,188.48488071986608,184.77703145345052,-0.13404341232794437
2023-07-19,192.76014709472656,195.8525983579603,190.3395181934612,190.78413334726974,80507300,189.4009028843471,185.2881607055664,0.7071896176177761
2023-07-20,190.81375122070312,194.1136901954007,190.19130213491889,192.7502360363635,59581200,190.11368015834265,185.74659474690756,-1.00975014978949
2023-07-21,189.63803100585938,192.63169045749675,188.93653953192955,191.77212935032986,71951700,190.41996329171317,186.21161702473958,-0.6161611557459867
2023-07-24,190.43832397460938,192.57242242955687,189.9443205401746,191.09041212625252,45377800,190.73189217703683,186.6127482096354,0.42201079841694966
2023-07-25,191.29788208007812,192.10805493602857,190.60628029804008,191.01136672601527,37283200,191.14544677734375,187.0296875,0.451357734897595
2023-07-26,192.16729736328125,193.29362436433283,191.0014567287653,191.34725001788098,47471900,191.21742466517858,187.38240509033204,0.4544824405526837
2023-07-27,190.90267944335938,194.83494237556206,190.24071668140024,193.66910156142774,47460200,191.14544459751673,187.70877685546876,-0.658081753385531
2023-07-28,193.4813690185547,194.2717774555962,191.81163515269853,192.33527753863382,48291400,191.24847630092077,188.10002746582032,1.3507875231056676
2023-07-31,194.0939483642578,194.13347708185938,192.91821776612247,193.70862628447964,38824100,191.71707589285714,188.44385426839193,0.3166089576533748
2023-08-01,193.26400756835938,194.37057034188453,192.93796352063418,193.88645666636083,35175100,192.23507254464286,188.79591369628906,-0.4275974613803468
2023-08-02,190.27032470703125,192.83913298181474,189.54908406525655,192.70081265221705,50389300,192.21107264927454,189.04522043863932,-1.5490120995598322
2023-08-03,188.8772430419922,190.06284809201935,188.40300403713854,189.27245477585868,61235200,191.86526707240515,189.2826705932617,-0.732159188346404
2023-08-04,179.80735778808594,185.13271368389906,179.73819007769725,183.295020485719,115956800,190.0995614188058,189.1176737467448,-4.802000022781883
2023-08-07,176.70501708984375,180.9336848652445,175.2230069327887,179.94567809387448,97576100,188.07132393973214,188.85980377197265,-1.7253691597528986
2023-08-08,177.6436004638672,178.1079648000796,175.45022447284256,177.5349191282476,67823000,185.80878557477678,188.67965698242188,0.5311583052258317
2023-08-09,176.05294799804688,178.76007719518685,174.88709204262926,178.70079919463467,60378500,183.23149980817522,188.35460306803387,-0.8954178262919443
2023-08-10,175.83558654785156,178.58224448237493,175.4700288246158,177.32747151707323,54686900,180.7417253766741,187.98311309814454,-0.123463681049929
2023-08-11,175.89491271972656,176.71606748177,174.66813966002076,175.42993638319382,52036700,178.68809509277344,187.60240376790364,0.03373957060668342
2023-08-14,177.5471649169922,177.77470914879805,175.4200724407671,176.07304120627697,43675600,177.06951250348772,187.13251953125,0.9393405253842468
2023-08-15,175.55856323242188,177.56692432110017,175.1628328578025,176.9733287591711,43622600,176.46254185267858,186.64607849121094,-1.120041362248747
2023-08-16,174.6879425048828,176.6369303294026,174.61868139075943,175.24197103328896,46964900,176.1743883405413,186.16783243815104,-0.4959147030535016
