Date,Close,High,Low,Open,Volume,MA_7,MA_30,Close_Lag_1,Close_Lag_3,Close_Lag_7,Price_Change,Price_Momentum_3,Volume_Change,Volume_MA_7,Volume_Ratio,Daily_Volatility,ATR_7,Gap,Gap_Percent,Target
2022-02-14,165.62086486816406,166.30735288699964,163.345630332233,164.13999610862248,86185500,168.79270717075892,167.3858164469401,165.3854522705078,172.87803649902344,169.3474884033203,0.14234178062482172,-4.197856348802509,-12.65340166837775,83078985.71428572,1.037392299135642,2.961722554766652,3.373617009824289,-1.245456161885329,-0.7530627058105664,169.4553985595703
2022-02-15,169.4553985595703,169.61231438448638,166.96442343737377,167.67052968517936,62527400,168.8487505231585,167.09198557535808,165.62086486816406,168.79827880859375,169.06309509277344,2.315247957712674,0.38929292147681993,-27.45020914190902,80230700.0,0.779345063672634,2.6478909471126144,3.272742632767282,2.049664817015298,1.2375643724882444,169.2200164794922
2022-02-16,169.2200164794922,169.99476394129306,166.7682631690513,168.53352854543166,61177400,168.9734388078962,166.86572672526043,169.4553985595703,165.3854522705078,168.34719848632812,-0.1389050346456644,2.3185619752772957,-2.1590534709583276,77934442.85714285,0.7849854025663695,3.2265007722417636,3.3133707330638345,-0.9218700141386478,-0.5440192652313605,165.62086486816406
2022-02-17,165.62086486816406,168.59238905022963,165.21877368416162,167.72936698979834,69589300,168.1398446219308,166.67555491129556,169.2200164794922,165.62086486816406,171.45602416992188,-2.1269065481767657,0.0,13.750012259429134,77185885.71428572,0.9015806368743953,3.373615366068009,3.246121130982516,-1.4906494896938511,-0.8808943059490266,164.0713348388672
2022-02-18,164.0713348388672,167.24879755806597,162.98275576839345,166.54270637048876,82772700,166.88174438476562,166.52906748453776,165.62086486816406,169.4553985595703,172.87803649902344,-0.9355886593940377,-3.1772748265735618,18.944579123514682,78826985.71428572,1.0500553744375793,4.266041789672528,3.6103803295912047,0.9218415023246962,0.5565974450492646,161.1488494873047
2022-02-22,161.1488494873047,163.4731068473456,159.02071443579257,161.79610099125685,91162800,165.7889687674386,166.27961222330728,164.0713348388672,169.2200164794922,168.79827880859375,-1.7812284848128024,-4.769629007314065,10.13631305974072,78869400.0,1.1558703375453598,4.452392411553035,3.6958437634539343,-2.2752338476103375,-1.3867345260796602,156.9808807373047
2022-02-23,156.9808807373047,162.94353209804362,156.66704910552062,162.3453036437316,90009200,164.58831569126673,165.89057159423828,161.1488494873047,165.62086486816406,165.3854522705078,-2.5864092503672165,-5.216724437308605,-1.265428442303218,77632042.85714285,1.1594336138446515,6.276482992523,3.8863781191339433,1.1964541564269098,0.7424528069753091,159.5993194580078
2022-02-24,159.5993194580078,159.70719718910948,149.06658313119078,149.6353916256984,141147500,163.72809491838728,165.4944580078125,156.9808807373047,164.0713348388672,165.62086486816406,1.6679984902651102,-2.7256530735556557,56.814525626269315,85483757.14285715,1.6511616325440606,10.640614057918697,4.983362619584235,-7.345489111606298,-4.679225315277982,161.6686553955078
2022-02-25,161.6686553955078,161.93343403788458,157.76545247894273,160.67813725963106,91974200,162.61570303780692,165.1526311238607,159.5993194580078,161.1488494873047,169.4553985595703,1.2965819306293813,0.32256259343885374,-34.83823659646823,89690442.85714285,1.0254626587862286,4.167981558941847,5.200518421274126,1.078817801623245,0.6759538858228609,161.93341064453125
2022-02-28,161.93341064453125,162.22762405787608,159.29532147992174,159.9131681515143,95056600,161.57475934709822,164.92867482503254,161.6686553955078,156.9808807373047,169.2200164794922,0.16376411888607834,3.1548618430254805,3.3513746246229825,94530328.57142857,1.0055672230968051,2.9323025779543457,5.158490107804495,-1.7554872439935139,-1.0858550407924605,160.0504608154297
2022-03-01,160.0504608154297,163.38485445669167,158.84420231864755,161.5215128724912,83474400,160.77898733956474,164.61322377522785,161.93341064453125,159.5993194580078,165.62086486816406,-1.1627926699048663,0.28267122877085626,-12.184530058933307,96513914.28571428,0.8648949803536841,4.540652138044123,5.325209646658225,-0.4118977720400494,-0.2543624384866619,163.34561157226562
2022-03-02,163.34561157226562,164.13017563125035,159.8052791628185,161.21749147612806,79724800,160.67531258719308,164.51437123616537,160.0504608154297,161.6686553955078,164.0713348388672,2.058819912200005,1.037279720459906,-4.4919160844522406,96078500.0,0.8297881419880618,4.324896468431859,5.3336174579095585,1.167030660698373,0.7291641990610659,163.02198791503906
2022-03-03,163.02198791503906,165.6502754224143,162.35511815252505,165.21876441640376,76678400,160.94290379115515,164.5212870279948,163.34561157226562,161.93341064453125,161.1488494873047,-0.19812203958928798,0.6722375982664919,-3.8211447378983743,94009300.0,0.8156469625877439,3.295157269889245,5.168298151957588,1.8731528441381329,1.1467420680043385,160.0210418701172
